ProduktID;Datum;PLZ;Einheiten;Umsatz;Land
1001;2004-02-28;K1R;1;393,6975;Kanada
1920;2004-02-28;K1P;1;286,0725;Kanada
1987;2004-02-28;H1B;1;162,6975;Kanada
2064;2004-02-28;L5N;1;496,0725;Kanada
2359;2004-02-28;K1Y;1;430,4475;Kanada
676;2004-02-28;R3E;1;837,375;Kanada
1001;2004-02-28;L5P;1;393,6975;Kanada
2252;2004-02-28;R3W;1;136,4475;Kanada
2252;2004-02-28;M6S;1;136,4475;Kanada
396;2004-02-28;K1A;1;892,2375;Kanada
990;2004-02-28;K1N;1;440,9475;Kanada
2241;2004-02-28;R3B;1;89,1975;Kanada
2255;2004-02-28;R3H;1;60,3225;Kanada
2277;2004-02-28;M4P;1;309,6975;Kanada
400;2004-02-28;L5J;1;734,7375;Kanada
964;2004-02-28;M4V;1;314,9475;Kanada
2240;2004-02-28;R3B;1;89,1975;Kanada
495;2004-02-28;M4Y;2;1680;Kanada
786;2004-02-28;M6G;1;68,1975;Kanada
826;2004-02-28;L5P;1;944,9475;Kanada
2254;2004-02-28;R3H;1;60,3225;Kanada
445;2004-03-01;R3V;1;860,475;Kanada
443;2004-03-01;R3E;1;828,975;Kanada
1228;2004-03-01;K1K;1;131,1975;Kanada
2070;2004-03-01;M4V;1;524,9475;Kanada
318;2004-03-01;V6T;1;881,7375;Kanada
1062;2004-03-01;V5Z;1;149,5725;Kanada
1106;2004-03-01;T1Y;1;246,6975;Kanada
2045;2004-03-01;T6A;1;419,9475;Kanada
1061;2004-03-01;V5Z;1;149,5725;Kanada
1105;2004-03-01;T1Y;1;246,6975;Kanada
396;2004-03-01;R2K;1;892,2375;Kanada
574;2004-03-01;V6R;1;869,1375;Kanada
499;2004-03-01;T6G;1;883,05;Kanada
467;2004-03-02;R3G;1;900,6375;Kanada
475;2004-03-02;L5R;1;1007,2125;Kanada
396;2004-03-02;V5V;1;892,2375;Kanada
1075;2004-03-04;R2L;1;254,5725;Kanada
2071;2004-03-04;V6T;1;346,4475;Kanada
2269;2004-03-04;V6M;1;288,6975;Kanada
1926;2004-03-04;R3T;1;99,6975;Kanada
2373;2004-03-04;R3B;1;577,4475;Kanada
2396;2004-03-04;K1H;1;89,1975;Kanada
2332;2004-03-04;M5X;1;367,4475;Kanada
1076;2004-03-04;R2L;1;254,5725;Kanada
2055;2004-03-04;T3G;1;569,5725;Kanada
2407;2004-03-04;T2C;1;73,4475;Kanada
1927;2004-03-04;R3T;1;99,6975;Kanada
2064;2004-03-04;M4E;1;496,0725;Kanada
2284;2004-03-04;M7Y;1;309,6975;Kanada
2331;2004-03-04;M6H;1;540,6975;Kanada
1139;2004-03-05;R3V;1;682,4475;Kanada
565;2004-03-05;M5A;1;881,7375;Kanada
1081;2004-03-05;R3T;1;230,9475;Kanada
1230;2004-03-05;R3V;1;524,9475;Kanada
2204;2004-03-05;R3G;1;157,4475;Kanada
2205;2004-03-05;R3G;1;157,4475;Kanada
1082;2004-03-05;R3T;1;230,9475;Kanada
676;2004-03-05;V7Y;1;837,375;Kanada
1213;2004-03-05;T5K;1;556,4475;Kanada
676;2004-03-05;V6Z;1;837,375;Kanada
681;2004-03-05;T6V;1;682,2375;Kanada
574;2004-03-05;V6Z;1;869,1375;Kanada
1173;2004-03-05;T2X;1;535,4475;Kanada
1230;2004-03-05;T2C;1;524,9475;Kanada
2359;2004-03-05;T3G;1;430,4475;Kanada
400;2004-03-05;T6T;1;734,7375;Kanada
1186;2004-03-05;T5J;1;425,1975;Kanada
2359;2004-03-05;T2C;2;860,895;Kanada
2359;2004-03-05;T2L;1;430,4475;Kanada
609;2004-03-06;T6V;1;829,2375;Kanada
604;2004-03-06;T6V;1;480,6375;Kanada
1184;2004-03-06;V5X;1;629,9475;Kanada
475;2004-03-06;T6T;1;1007,2125;Kanada
475;2004-03-06;V6M;1;1007,2125;Kanada
163;2004-03-06;V5W;1;524,475;Kanada
2253;2004-03-06;K2P;1;136,4475;Kanada
2331;2004-03-06;R3V;1;540,6975;Kanada
1062;2004-03-06;M7Y;1;149,5725;Kanada
1061;2004-03-06;M7Y;1;149,5725;Kanada
2252;2004-03-06;K2P;1;136,4475;Kanada
767;2004-03-07;K1R;1;104,9475;Kanada
604;2004-03-07;R3X;1;480,6375;Kanada
2331;2004-03-07;T2X;1;540,6975;Kanada
2332;2004-03-07;V5N;1;367,4475;Kanada
2359;2004-03-07;T6V;1;430,4475;Kanada
769;2004-03-07;V6A;1;262,4475;Kanada
475;2004-03-07;T5V;1;1007,2125;Kanada
2081;2004-03-07;R2G;1;225,6975;Kanada
2128;2004-03-07;L5R;1;398,7375;Kanada
475;2004-03-07;L5G;1;1007,2125;Kanada
768;2004-03-07;K1R;1;104,9475;Kanada
1186;2004-03-07;T6H;1;425,1975;Kanada
770;2004-03-07;V6A;1;262,4475;Kanada
1186;2004-03-07;V7Y;1;425,1975;Kanada
1329;2004-03-08;M6H;1;141,645;Kanada
574;2004-03-08;M4E;1;869,1375;Kanada
1394;2004-03-08;R3G;1;380,52;Kanada
2050;2004-03-08;M4V;1;503,9475;Kanada
2205;2004-03-08;L5N;2;314,895;Kanada
592;2004-03-08;M4E;1;939,4875;Kanada
2204;2004-03-08;L5N;2;314,895;Kanada
191;2004-03-08;M4V;1;792,75;Kanada
609;2004-03-08;R3G;1;829,2375;Kanada
1393;2004-03-08;R3G;1;380,52;Kanada
2054;2004-03-08;R3V;1;545,9475;Kanada
2353;2004-03-08;L5P;1;414,6975;Kanada
2055;2004-03-08;H1B;1;569,5725;Kanada
967;2004-03-08;M6G;1;656,1975;Kanada
1330;2004-03-08;M6H;1;141,645;Kanada
785;2004-03-08;T2J;1;68,1975;Kanada
990;2004-03-08;T5C;1;440,9475;Kanada
2045;2004-03-08;V5Z;1;419,9475;Kanada
2352;2004-03-08;T6E;1;367,4475;Kanada
2045;2004-03-08;V5X;1;419,9475;Kanada
676;2004-03-08;T6E;1;837,375;Kanada
1517;2004-03-08;V6G;1;162,645;Kanada
2055;2004-03-08;T5V;1;569,5725;Kanada
635;2004-03-08;T6K;1;860,7375;Kanada
1518;2004-03-08;V6G;1;162,645;Kanada
2388;2004-03-08;T6E;1;309,6975;Kanada
786;2004-03-08;T2J;1;68,1975;Kanada
1201;2004-03-08;V5Z;1;577,4475;Kanada
635;2004-03-08;T6H;1;860,7375;Kanada
2054;2004-03-08;V7X;1;545,9475;Kanada
514;2004-03-09;V7W;1;472,2375;Kanada
396;2004-03-09;T6T;1;892,2375;Kanada
647;2004-03-09;V7W;1;900,6375;Kanada
596;2004-03-09;T6V;1;776,7375;Kanada
647;2004-03-09;R3V;1;900,6375;Kanada
757;2004-03-11;M5X;1;83,9475;Kanada
785;2004-03-11;K1R;1;68,1975;Kanada
992;2004-03-11;M5X;1;278,1975;Kanada
976;2004-03-11;M5P;1;314,9475;Kanada
758;2004-03-11;M5X;1;83,9475;Kanada
786;2004-03-11;K1R;1;68,1975;Kanada
967;2004-03-11;M6P;1;656,1975;Kanada
1014;2004-03-11;M5X;1;86,5725;Kanada
485;2004-03-11;M4Y;1;851,55;Kanada
726;2004-03-11;V6G;1;120,6975;Kanada
443;2004-03-11;V6E;1;828,975;Kanada
990;2004-03-11;V7M;1;440,9475;Kanada
1086;2004-03-11;T5H;1;84;Kanada
767;2004-03-11;V6G;1;104,9475;Kanada
1110;2004-03-11;R2L;1;209,9475;Kanada
768;2004-03-11;V6G;1;104,9475;Kanada
2359;2004-03-11;V6G;1;430,4475;Kanada
565;2004-03-11;V6R;1;881,7375;Kanada
1109;2004-03-11;R2L;1;209,9475;Kanada
725;2004-03-11;V6G;1;120,6975;Kanada
1085;2004-03-11;T5H;1;84;Kanada
2388;2004-03-11;V6Z;1;309,6975;Kanada
596;2004-03-12;R2M;1;776,7375;Kanada
1182;2004-03-12;T5J;1;157,4475;Kanada
574;2004-03-12;L5P;1;869,1375;Kanada
609;2004-03-12;T6J;1;829,2375;Kanada
2251;2004-03-12;T2J;1;125,9475;Kanada
2250;2004-03-12;T2J;1;125,9475;Kanada
1086;2004-03-12;T5K;1;84;Kanada
1114;2004-03-12;V6R;1;167,9475;Kanada
1085;2004-03-12;T5K;1;84;Kanada
400;2004-03-13;T6T;1;734,7375;Kanada
580;2004-03-13;R2G;1;784,875;Kanada
2055;2004-03-13;T3G;1;569,5725;Kanada
606;2004-03-13;V5V;1;323,1375;Kanada
396;2004-03-13;M6G;1;892,2375;Kanada
2250;2004-03-13;M6J;1;125,9475;Kanada
1213;2004-03-13;R3V;1;566,9475;Kanada
2055;2004-03-13;R3V;1;569,5725;Kanada
2251;2004-03-13;M6J;1;125,9475;Kanada
1001;2004-03-13;R3G;1;393,6975;Kanada
1116;2004-03-13;R3V;1;259,8225;Kanada
609;2004-03-13;R3L;1;829,2375;Kanada
795;2004-03-14;K1N;1;278,1975;Kanada
1114;2004-03-14;M4Y;1;167,9475;Kanada
635;2004-03-14;L5P;1;860,7375;Kanada
990;2004-03-14;R2W;1;440,9475;Kanada
1215;2004-03-14;H3A;1;356,9475;Kanada
1987;2004-03-14;M6H;1;162,6975;Kanada
2331;2004-03-14;R2G;1;540,6975;Kanada
604;2004-03-14;V5W;1;480,6375;Kanada
681;2004-03-14;V7W;1;682,2375;Kanada
730;2004-03-14;V6B;1;309,6975;Kanada
2223;2004-03-14;T6E;1;246,6975;Kanada
2253;2004-03-14;T5X;1;136,4475;Kanada
785;2004-03-14;T6V;1;68,1975;Kanada
785;2004-03-14;V6C;1;68,1975;Kanada
786;2004-03-14;T6V;1;68,1975;Kanada
2045;2004-03-14;M6H;1;419,9475;Kanada
499;2004-03-14;L5R;1;846,3;Kanada
758;2004-03-14;R3H;1;83,9475;Kanada
910;2004-03-14;M5A;2;860,895;Kanada
2332;2004-03-14;L5K;1;367,4475;Kanada
631;2004-03-14;L5N;1;356,7375;Kanada
796;2004-03-14;K1N;1;278,1975;Kanada
914;2004-03-14;R3G;1;577,4475;Kanada
2331;2004-03-14;L5G;1;540,6975;Kanada
2396;2004-03-14;T5Y;1;89,1975;Kanada
499;2004-03-14;T6V;1;852,8625;Kanada
729;2004-03-14;V6B;1;309,6975;Kanada
786;2004-03-14;V6C;1;68,1975;Kanada
2222;2004-03-14;T6E;1;246,6975;Kanada
2252;2004-03-14;T5X;1;136,4475;Kanada
445;2004-03-14;T6V;1;841,05;Kanada
2045;2004-03-14;V5N;1;419,9475;Kanada
499;2004-03-14;T6T;1;846,3;Kanada
757;2004-03-14;R3H;1;83,9475;Kanada
816;2004-03-15;T5N;1;330,6975;Kanada
964;2004-03-15;V5Z;1;314,9475;Kanada
976;2004-03-15;R2G;1;314,9475;Kanada
758;2004-03-15;V6E;1;83,9475;Kanada
2373;2004-03-15;V5Z;1;619,4475;Kanada
769;2004-03-15;M5X;1;262,4475;Kanada
786;2004-03-15;K1H;1;68,1975;Kanada
786;2004-03-15;L5P;1;68,1975;Kanada
606;2004-03-15;M4M;1;323,1375;Kanada
671;2004-03-15;K1A;1;892,2375;Kanada
1182;2004-03-15;M6H;1;157,4475;Kanada
964;2004-03-15;M5X;1;335,9475;Kanada
1086;2004-03-15;K1R;1;84;Kanada
770;2004-03-15;M5X;1;262,4475;Kanada
785;2004-03-15;K1H;1;68,1975;Kanada
1227;2004-03-15;K1Y;1;320,1975;Kanada
2388;2004-03-15;M5X;1;309,6975;Kanada
325;2004-03-15;R3N;1;495,8625;Kanada
785;2004-03-15;L5P;1;68,1975;Kanada
964;2004-03-15;L5R;1;314,9475;Kanada
1085;2004-03-15;K1R;1;84;Kanada
2359;2004-03-15;V5Z;1;430,4475;Kanada
2262;2004-03-15;V5N;1;299,1975;Kanada
467;2004-03-15;T6V;1;905,8875;Kanada
475;2004-03-15;T5K;1;1007,2125;Kanada
757;2004-03-15;V6E;1;83,9475;Kanada
990;2004-03-15;T2H;1;440,9475;Kanada
670;2004-03-15;T6V;1;871,2375;Kanada
915;2004-03-15;T5P;1;556,4475;Kanada
1005;2004-03-15;T6A;1;107,5725;Kanada
2055;2004-03-15;T6G;1;569,5725;Kanada
2263;2004-03-15;V5N;1;299,1975;Kanada
609;2004-03-15;T2X;1;829,2375;Kanada
400;2004-03-16;L4X;1;734,7375;Kanada
495;2004-03-16;L4Y;1;840;Kanada
133;2004-03-16;M6H;1;639,975;Kanada
574;2004-03-16;V6Z;2;1738,275;Kanada
770;2004-03-18;T5H;1;262,4475;Kanada
1053;2004-03-18;T6J;1;262,4475;Kanada
609;2004-03-18;V6H;1;829,2375;Kanada
964;2004-03-18;T2E;1;314,9475;Kanada
1215;2004-03-18;T6H;1;367,4475;Kanada
1329;2004-03-18;T6M;1;141,645;Kanada
1979;2004-03-18;V6T;1;262,4475;Kanada
2094;2004-03-18;V7M;1;438,3225;Kanada
768;2004-03-18;T6E;1;104,9475;Kanada
964;2004-03-18;T6T;1;314,9475;Kanada
990;2004-03-18;V6T;1;430,4475;Kanada
1186;2004-03-18;T6R;1;404,1975;Kanada
2056;2004-03-18;T2H;1;330,6975;Kanada
990;2004-03-18;T6T;1;430,4475;Kanada
1131;2004-03-18;T2C;1;430,4475;Kanada
730;2004-03-18;V7H;1;309,6975;Kanada
767;2004-03-18;T6E;1;104,9475;Kanada
964;2004-03-18;V6E;1;335,9475;Kanada
1038;2004-03-18;T2J;1;1364,7375;Kanada
1173;2004-03-18;V7M;1;535,4475;Kanada
1436;2004-03-18;V6A;1;330,645;Kanada
729;2004-03-18;V7H;1;309,6975;Kanada
769;2004-03-18;T5H;1;262,4475;Kanada
1017;2004-03-18;V6H;1;288,6975;Kanada
1330;2004-03-18;T6M;1;141,645;Kanada
1435;2004-03-18;V6A;1;330,645;Kanada
1978;2004-03-18;V6T;1;262,4475;Kanada
976;2004-03-18;L5N;1;314,9475;Kanada
990;2004-03-18;H1B;1;430,4475;Kanada
1317;2004-03-18;R2W;1;322,77;Kanada
726;2004-03-18;R3H;1;120,6975;Kanada
1086;2004-03-18;M5P;1;84;Kanada
1173;2004-03-18;M5B;1;535,4475;Kanada
1318;2004-03-18;R2W;1;322,77;Kanada
725;2004-03-18;R3H;1;120,6975;Kanada
1085;2004-03-18;M5P;1;84;Kanada
964;2004-03-18;L5P;1;330,6975;Kanada
740;2004-03-18;M7Y;1;173,1975;Kanada
1001;2004-03-18;K1N;1;393,6975;Kanada
1435;2004-03-18;M4R;1;330,645;Kanada
739;2004-03-18;M7Y;1;173,1975;Kanada
1230;2004-03-18;M4Y;1;524,9475;Kanada
1436;2004-03-18;M4R;1;330,645;Kanada
2064;2004-03-18;L5V;1;496,0725;Kanada
671;2004-03-18;M5N;1;892,2375;Kanada
1014;2004-03-18;M4E;1;86,5725;Kanada
647;2004-03-19;L5N;1;905,8875;Kanada
2384;2004-03-19;M7Y;1;629,9475;Kanada
976;2004-03-19;M7Y;1;314,9475;Kanada
103;2004-03-19;R3H;1;855,225;Kanada
757;2004-03-19;R3L;1;83,9475;Kanada
2250;2004-03-19;M4Y;1;125,9475;Kanada
758;2004-03-19;R3L;1;83,9475;Kanada
2251;2004-03-19;M4Y;1;125,9475;Kanada
1927;2004-03-19;V7M;1;99,6975;Kanada
1926;2004-03-19;V6E;1;99,6975;Kanada
2055;2004-03-19;V7M;1;569,5725;Kanada
767;2004-03-19;T5G;1;104,9475;Kanada
2400;2004-03-19;T2X;1;94,4475;Kanada
1926;2004-03-19;V7M;1;99,6975;Kanada
1927;2004-03-19;V6E;1;99,6975;Kanada
2192;2004-03-19;T6V;1;209,9475;Kanada
2269;2004-03-19;T5H;1;288,6975;Kanada
1895;2004-03-19;T6K;1;755,9475;Kanada
768;2004-03-19;T5G;1;104,9475;Kanada
1168;2004-03-19;V7W;1;367,4475;Kanada
992;2004-03-20;R2G;1;278,1975;Kanada
1186;2004-03-20;V5W;1;425,1975;Kanada
2252;2004-03-20;V6A;1;136,4475;Kanada
559;2004-03-20;T2X;1;624,4875;Kanada
2253;2004-03-20;V6A;1;136,4475;Kanada
1201;2004-03-20;T3C;1;577,4475;Kanada
559;2004-03-20;T6V;1;624,4875;Kanada
915;2004-03-20;R2L;1;556,4475;Kanada
1213;2004-03-20;T2C;1;566,9475;Kanada
475;2004-03-20;V6J;1;1007,2125;Kanada
604;2004-03-20;V6H;1;480,6375;Kanada
826;2004-03-20;T6E;1;918,6975;Kanada
2359;2004-03-20;T3R;1;430,4475;Kanada
2359;2004-03-20;T5C;1;430,4475;Kanada
574;2004-03-20;V6M;1;869,1375;Kanada
910;2004-03-20;T5K;1;430,4475;Kanada
618;2004-03-20;M4T;1;1207,2375;Kanada
758;2004-03-20;M6G;1;83,9475;Kanada
1174;2004-03-20;M7Y;1;577,4475;Kanada
992;2004-03-20;M5R;1;278,1975;Kanada
1086;2004-03-20;R3G;1;84;Kanada
512;2004-03-20;M4E;1;230,7375;Kanada
635;2004-03-20;K2P;1;860,7375;Kanada
2227;2004-03-20;L5T;1;325,4475;Kanada
2255;2004-03-20;M6G;1;60,3225;Kanada
606;2004-03-20;K1N;1;323,1375;Kanada
676;2004-03-20;K1R;1;837,375;Kanada
1085;2004-03-20;R3G;1;84;Kanada
604;2004-03-20;M6H;1;480,6375;Kanada
757;2004-03-20;M6G;1;83,9475;Kanada
2226;2004-03-20;L5T;1;325,4475;Kanada
2254;2004-03-20;M6G;1;60,3225;Kanada
574;2004-03-20;L5G;1;869,1375;Kanada
785;2004-03-21;K1R;1;68,1975;Kanada
964;2004-03-21;R3V;1;330,6975;Kanada
989;2004-03-21;R3T;1;419,9475;Kanada
1148;2004-03-21;L5T;1;314,9475;Kanada
1435;2004-03-21;M4V;1;330,645;Kanada
609;2004-03-21;V6T;1;829,2375;Kanada
635;2004-03-21;V6T;1;860,7375;Kanada
676;2004-03-21;T6T;1;837,375;Kanada
910;2004-03-21;V6R;1;430,4475;Kanada
964;2004-03-21;T3C;1;335,9475;Kanada
1927;2004-03-21;V6S;1;99,6975;Kanada
1188;2004-03-21;T5K;1;461,9475;Kanada
574;2004-03-21;T6W;1;869,1375;Kanada
1926;2004-03-21;V6S;1;99,6975;Kanada
990;2004-03-21;V7Y;1;440,9475;Kanada
910;2004-03-21;T2X;1;430,4475;Kanada
445;2004-03-21;T6T;1;860,475;Kanada
990;2004-03-21;T6E;1;440,9475;Kanada
2055;2004-03-21;V6Z;1;569,5725;Kanada
488;2004-03-21;V6S;1;1007,2125;Kanada
2070;2004-03-21;V6J;1;524,9475;Kanada
574;2004-03-21;T6T;1;869,1375;Kanada
976;2004-03-21;T2X;1;314,9475;Kanada
967;2004-03-21;R3V;1;671,9475;Kanada
976;2004-03-21;R3V;1;314,9475;Kanada
726;2004-03-21;R3M;1;120,6975;Kanada
475;2004-03-21;L5T;1;1007,2125;Kanada
725;2004-03-21;L5V;1;120,6975;Kanada
964;2004-03-21;M4E;2;666,645;Kanada
1014;2004-03-21;L5N;1;86,5725;Kanada
1188;2004-03-21;L5N;1;461,9475;Kanada
726;2004-03-21;L5V;1;120,6975;Kanada
826;2004-03-21;R3M;1;918,6975;Kanada
964;2004-03-21;R3T;1;314,9475;Kanada
499;2004-03-21;L5P;1;883,05;Kanada
964;2004-03-21;R3Y;1;330,6975;Kanada
1436;2004-03-21;M4V;1;330,645;Kanada
725;2004-03-21;R3M;1;120,6975;Kanada
786;2004-03-21;K1R;1;68,1975;Kanada
989;2004-03-21;R3V;1;419,9475;Kanada
826;2004-03-21;R3V;1;918,6975;Kanada
2054;2004-03-21;L5N;1;545,9475;Kanada
1085;2004-03-22;L5N;1;84;Kanada
2064;2004-03-22;L5P;1;496,0725;Kanada
396;2004-03-22;M4V;1;892,2375;Kanada
979;2004-03-22;K1N;1;393,6975;Kanada
757;2004-03-22;M6H;1;83,9475;Kanada
967;2004-03-22;R3W;1;671,9475;Kanada
729;2004-03-22;R3H;1;309,6975;Kanada
1086;2004-03-22;L5N;1;84;Kanada
730;2004-03-22;R3H;1;309,6975;Kanada
954;2004-03-22;R2Y;1;682,4475;Kanada
964;2004-03-22;M6S;1;330,6975;Kanada
2373;2004-03-22;R3G;1;619,4475;Kanada
758;2004-03-22;M6H;1;83,9475;Kanada
819;2004-03-22;M6H;1;971,1975;Kanada
2359;2004-03-22;L4X;1;430,4475;Kanada
606;2004-03-22;T6G;1;323,1375;Kanada
758;2004-03-22;V6H;1;83,9475;Kanada
2054;2004-03-22;T5C;1;545,9475;Kanada
2055;2004-03-22;T6G;1;569,5725;Kanada
757;2004-03-22;V6H;1;83,9475;Kanada
826;2004-03-22;T6A;1;918,6975;Kanada
443;2004-03-22;V7Y;1;828,975;Kanada
609;2004-03-22;V5T;1;829,2375;Kanada
954;2004-03-22;V7W;1;682,4475;Kanada
1003;2004-03-22;T1Y;1;86,5725;Kanada
826;2004-03-22;V6E;1;918,6975;Kanada
1668;2004-03-22;R2G;1;430,395;Kanada
1987;2004-03-22;V6T;1;162,6975;Kanada
443;2004-03-23;T2C;1;828,975;Kanada
658;2004-03-23;V6T;1;907,9875;Kanada
767;2004-03-23;V6M;1;104,9475;Kanada
964;2004-03-23;V5X;1;320,1975;Kanada
768;2004-03-23;V6M;1;104,9475;Kanada
976;2004-03-23;M5L;1;314,9475;Kanada
1781;2004-03-23;M7Y;1;593,1975;Kanada
758;2004-03-23;K1H;1;83,9475;Kanada
802;2004-03-23;H1B;1;167,9475;Kanada
921;2004-03-23;R3W;1;524,9475;Kanada
671;2004-03-23;R3G;1;892,2375;Kanada
757;2004-03-23;K1H;1;83,9475;Kanada
512;2004-03-25;L5T;1;230,7375;Kanada
499;2004-03-25;R3G;1;883,05;Kanada
396;2004-03-25;L4X;1;892,2375;Kanada
400;2004-03-25;R3B;1;734,7375;Kanada
647;2004-03-25;L5N;1;900,6375;Kanada
2331;2004-03-25;L5N;1;540,6975;Kanada
2359;2004-03-25;L5N;1;430,4475;Kanada
1166;2004-03-25;R2V;1;535,4475;Kanada
2235;2004-03-25;R2G;1;70,8225;Kanada
2241;2004-03-25;T5W;2;178,395;Kanada
565;2004-03-25;V5V;1;881,7375;Kanada
1117;2004-03-25;T5G;1;299,1975;Kanada
1116;2004-03-25;T3R;1;259,8225;Kanada
2384;2004-03-25;T2X;1;629,9475;Kanada
2359;2004-03-25;R2L;1;430,4475;Kanada
2045;2004-03-25;V6J;1;419,9475;Kanada
2240;2004-03-25;T5W;2;178,395;Kanada
2352;2004-03-25;V7Y;1;367,4475;Kanada
574;2004-03-25;V6H;1;869,1375;Kanada
1191;2004-03-25;T5B;1;267,6975;Kanada
2205;2004-03-25;T6E;1;157,4475;Kanada
2374;2004-03-25;T5W;1;661,4475;Kanada
2388;2004-03-25;T6E;1;309,6975;Kanada
2204;2004-03-25;T6E;1;157,4475;Kanada
2234;2004-03-25;R2G;1;70,8225;Kanada
2331;2004-03-25;T2X;2;1081,395;Kanada
785;2004-03-26;T2C;1;68,1975;Kanada
992;2004-03-26;T5G;1;278,1975;Kanada
768;2004-03-26;T2C;1;104,9475;Kanada
786;2004-03-26;T2C;1;68,1975;Kanada
976;2004-03-26;V6A;1;314,9475;Kanada
1081;2004-03-26;V6A;1;230,9475;Kanada
1987;2004-03-26;V6A;1;162,6975;Kanada
2071;2004-03-26;V5W;1;346,4475;Kanada
2071;2004-03-26;V6A;1;346,4475;Kanada
767;2004-03-26;T2C;1;104,9475;Kanada
1053;2004-03-26;T5K;1;262,4475;Kanada
1082;2004-03-26;V6A;1;230,9475;Kanada
676;2004-03-26;V7W;1;837,375;Kanada
826;2004-03-26;V5Z;1;918,6975;Kanada
906;2004-03-26;T5J;1;419,9475;Kanada
2046;2004-03-26;M4V;1;433,0725;Kanada
2332;2004-03-26;R3N;1;367,4475;Kanada
1085;2004-03-26;M4R;1;84;Kanada
2055;2004-03-26;H1B;1;569,5725;Kanada
609;2004-03-26;L5R;1;829,2375;Kanada
992;2004-03-26;R3G;1;278,1975;Kanada
1173;2004-03-26;R3H;2;997,395;Kanada
989;2004-03-26;L5N;1;419,9475;Kanada
992;2004-03-26;R2Y;1;278,1975;Kanada
1114;2004-03-26;R3B;1;167,9475;Kanada
2055;2004-03-26;K1H;1;569,5725;Kanada
964;2004-03-26;M5X;1;314,9475;Kanada
2380;2004-03-26;M5R;1;293,9475;Kanada
2045;2004-03-26;M6S;1;419,9475;Kanada
2056;2004-03-26;K2P;1;330,6975;Kanada
2081;2004-03-26;M5L;1;225,6975;Kanada
1086;2004-03-26;M4R;1;84;Kanada
1228;2004-03-26;M4P;1;131,1975;Kanada
2270;2004-03-26;K1R;1;314,9475;Kanada
2331;2004-03-26;H2Y;1;540,6975;Kanada
2287;2004-03-26;M5L;1;839,9475;Kanada
915;2004-03-27;R2V;1;556,4475;Kanada
981;2004-03-27;M4R;1;157,4475;Kanada
2016;2004-03-27;M7Y;1;304,4475;Kanada
2332;2004-03-27;R3V;1;367,4475;Kanada
94;2004-03-27;M7Y;1;891,975;Kanada
964;2004-03-27;L5N;1;330,6975;Kanada
990;2004-03-27;L5N;2;881,895;Kanada
1184;2004-03-27;M6S;1;629,9475;Kanada
1186;2004-03-27;L5R;1;404,1975;Kanada
2251;2004-03-27;K1H;1;125,9475;Kanada
635;2004-03-27;M4X;1;860,7375;Kanada
915;2004-03-27;M4R;1;556,4475;Kanada
443;2004-03-27;R3W;1;828,975;Kanada
990;2004-03-27;L5R;1;430,4475;Kanada
2250;2004-03-27;K1H;1;125,9475;Kanada
1847;2004-03-27;K1A;1;122,4825;Kanada
2396;2004-03-27;R3G;1;89,1975;Kanada
596;2004-03-27;T6G;1;776,7375;Kanada
906;2004-03-27;T6E;1;419,9475;Kanada
964;2004-03-27;T6E;1;320,1975;Kanada
604;2004-03-27;V6M;1;480,6375;Kanada
976;2004-03-27;V6J;1;314,9475;Kanada
1086;2004-03-27;V7N;1;84;Kanada
297;2004-03-27;T2X;1;671,7375;Kanada
396;2004-03-27;T3G;1;892,2375;Kanada
658;2004-03-27;V5M;1;907,9875;Kanada
1014;2004-03-27;T2S;1;86,5725;Kanada
1085;2004-03-27;V7N;1;84;Kanada
2331;2004-03-27;R2G;1;540,6975;Kanada
2396;2004-03-27;V7W;1;89,1975;Kanada
2064;2004-03-27;V6H;1;496,0725;Kanada
826;2004-03-27;T6E;1;918,6975;Kanada
1139;2004-03-27;V6J;1;682,4475;Kanada
1228;2004-03-27;V6J;1;131,1975;Kanada
990;2004-03-28;T5K;1;440,9475;Kanada
1061;2004-03-28;T2C;1;149,5725;Kanada
2064;2004-03-28;T6G;1;496,0725;Kanada
2331;2004-03-28;T6K;1;540,6975;Kanada
1201;2004-03-28;T6E;1;577,4475;Kanada
1017;2004-03-28;T5J;1;262,4475;Kanada
2380;2004-03-28;T1Y;1;293,9475;Kanada
2380;2004-03-28;V6A;1;293,9475;Kanada
574;2004-03-28;T6G;1;869,1375;Kanada
609;2004-03-28;T5K;1;829,2375;Kanada
910;2004-03-28;T6E;1;430,4475;Kanada
1061;2004-03-28;V5N;1;149,5725;Kanada
1174;2004-03-28;V5N;1;577,4475;Kanada
2056;2004-03-28;L5N;1;333,3225;Kanada
2056;2004-03-28;M4S;1;330,6975;Kanada
2331;2004-03-28;R3G;1;540,6975;Kanada
2400;2004-03-28;M4E;1;94,4475;Kanada
2071;2004-03-28;R3T;1;346,4475;Kanada
2071;2004-03-28;L5N;1;346,4475;Kanada
2083;2004-03-28;M4P;1;314,9475;Kanada
2251;2004-03-28;R3H;1;125,9475;Kanada
2254;2004-03-28;M4P;1;60,3225;Kanada
2277;2004-03-28;R3G;1;309,6975;Kanada
2279;2004-03-28;R3E;1;167,9475;Kanada
2359;2004-03-28;M4E;1;440,9475;Kanada
726;2004-03-28;L5R;1;120,6975;Kanada
964;2004-03-28;L5G;1;335,9475;Kanada
1186;2004-03-28;L5G;1;404,1975;Kanada
